id,name,country,category,followers,engagement_rate,fit_score,commission_rate,cost,avg_views,avg_likes,gender_ratio,age_group
279,KOL_279,VN,home,95944,0.0815,0.5914,0.2071,183.92,25262,2058,0.57,18-24
280,KOL_280,PH,beauty,16903,0.0652,0.987,0.2677,243.06,4803,313,0.77,25-34
281,KOL_281,TH,fashion,8483,0.0925,0.6947,0.2964,612.35,2725,252,0.97,18-24
282,KOL_282,PH,beauty,81638,0.1142,0.3045,0.2033,298.19,23247,2654,0.64,35+
283,KOL_283,VN,home,451292,0.0315,0.8943,0.1304,192.01,147544,4647,0.98,25-34
284,KOL_284,MY,fashion,17850,0.1312,0.4959,0.2697,854.24,5527,725,0.41,25-34
285,KOL_285,PH,beauty,21128,0.1041,0.7461,0.2392,266.75,5537,576,0.43,18-24
286,KOL_286,VN,home,5276,0.3,0.5751,0.2818,111.03,1597,479,0.23,18-24
287,KOL_287,PH,beauty,2785,0.1179,0.6262,0.3036,119.85,802,94,0.45,25-34
288,KOL_288,VN,beauty,2964,0.129,0.513,0.2715,109.39,908,117,0.15,35+
289,KOL_289,ID,beauty,6828,0.155,0.5092,0.3452,321.73,2170,336,0.56,35+
290,KOL_290,MY,fashion,8570,0.131,0.385,0.2631,508.41,2986,391,0.4,35+
291,KOL_291,MY,beauty,94500,0.0505,0.9422,0.2797,1600.1,26864,1356,0.9,25-34
292,KOL_292,MY,fmcg,196447,0.1026,0.5321,0.1251,739.5,67917,6968,0.43,35+
293,KOL_293,ID,home,1483,0.1727,0.5478,0.278,74.75,408,70,0.03,35+
294,KOL_294,MY,beauty,94840,0.0705,0.6855,0.208,1201.36,25958,1830,0.42,35+
295,KOL_295,MY,fmcg,651357,0.0545,0.6806,0.1982,1758.48,186374,10157,0.48,25-34
296,KOL_296,SG,fashion,9231,0.153,0.3182,0.2529,1048.53,3138,480,0.78,18-24
297,KOL_297,ID,beauty,594597,0.0724,0.9997,0.1448,1206.02,164454,11906,0.27,35+
298,KOL_298,ID,fashion,4594,0.2463,0.5719,0.2737,292.01,1311,322,0.81,35+
299,KOL_299,ID,fashion,1462,0.23,0.6974,0.3337,214.32,491,112,0.54,18-24
300,KOL_300,PH,beauty,21830,0.0476,0.3139,0.2132,106.01,6283,299,0.81,25-34
301,KOL_301,ID,beauty,52413,0.0416,0.7933,0.2646,441.81,16092,669,0.96,25-34
302,KOL_302,ID,fashion,96787,0.0735,0.5112,0.2532,640.41,31354,2304,0.79,25-34
303,KOL_303,SG,home,32833,0.12,0.9227,0.2023,1435.65,10620,1274,0.81,25-34
304,KOL_304,SG,fmcg,5825,0.1341,0.9642,0.3351,1184.85,2037,273,0.03,35+
305,KOL_305,TH,beauty,4619,0.2009,0.6473,0.2738,564.12,1318,264,0.17,18-24
306,KOL_306,TH,fashion,802572,0.0834,0.6126,0.145,2598.29,209528,17474,0.35,18-24
307,KOL_307,PH,fmcg,16310,0.0882,0.9784,0.2682,180.05,4797,423,0.55,18-24
308,KOL_308,ID,fmcg,927044,0.0946,0.781,0.1274,902.13,236140,22338,0.29,25-34
309,KOL_309,VN,beauty,2715,0.1035,0.5628,0.3047,110.24,726,75,0.34,35+
310,KOL_310,PH,fashion,838727,0.0364,0.4155,0.1254,388.82,253079,9212,0.21,18-24
311,KOL_311,TH,home,82628,0.1277,0.4857,0.2038,734.27,21470,2741,0.39,35+
312,KOL_312,VN,fmcg,261051,0.0288,0.3613,0.14,101.34,66106,1903,0.21,35+
313,KOL_313,PH,fmcg,2342,0.1723,0.8494,0.3395,112.48,652,112,0.09,35+
314,KOL_314,TH,fmcg,7078,0.2662,0.612,0.2965,571.71,2001,532,0.84,35+
315,KOL_315,SG,fashion,2584,0.1117,0.679,0.3054,836.11,844,94,0.82,25-34
316,KOL_316,PH,home,3881772,0.0715,0.9172,0.0579,396.37,1344944,96163,0.03,35+
317,KOL_317,PH,fashion,939334,0.0801,0.4032,0.2149,1030.47,256744,20565,0.97,18-24
318,KOL_318,VN,fashion,7936,0.122,0.4413,0.3334,185.5,2248,274,0.32,35+
319,KOL_319,TH,fmcg,170268,0.0367,0.6864,0.2117,787.27,42972,1577,0.79,35+
320,KOL_320,SG,beauty,64997,0.0469,0.6966,0.2725,2414.26,20859,978,0.78,25-34
321,KOL_321,SG,fmcg,460573,0.085,0.7584,0.1237,2746.1,133192,11321,0.4,35+
322,KOL_322,ID,beauty,62654,0.0494,0.532,0.2546,414.8,17864,882,0.9,18-24
323,KOL_323,VN,beauty,5965,0.1789,0.9008,0.3472,309.69,1724,308,0.13,35+
324,KOL_324,ID,fmcg,52056,0.0679,0.7519,0.2011,280.5,16349,1110,0.74,35+
325,KOL_325,VN,fmcg,960900,0.0369,0.3459,0.1336,205.49,308944,11400,0.88,18-24
326,KOL_326,TH,fashion,4288,0.2473,0.6195,0.2774,629.16,1493,369,0.46,25-34
327,KOL_327,PH,fashion,26236,0.106,0.6422,0.2761,321.21,8502,901,0.59,25-34
328,KOL_328,PH,beauty,5237,0.2639,0.4995,0.2663,192.63,1529,403,0.86,35+
329,KOL_329,VN,beauty,4387,0.1496,0.314,0.2974,122.83,1164,174,0.65,35+
330,KOL_330,VN,home,334640,0.052,0.5138,0.1624,200.54,108332,5633,0.85,25-34
331,KOL_331,SG,beauty,8646,0.1614,0.7365,0.2507,1545.24,2839,458,0.97,25-34
332,KOL_332,MY,home,87826,0.1005,0.3757,0.2788,828.71,27283,2741,0.86,25-34
333,KOL_333,MY,fmcg,95389,0.0652,0.8358,0.2461,1012.83,26139,1704,0.72,35+
334,KOL_334,MY,fashion,48745,0.0669,0.5718,0.2143,860.09,14007,937,0.69,35+
335,KOL_335,VN,fashion,804506,0.0518,0.419,0.1494,531.35,262832,13614,0.13,25-34
336,KOL_336,TH,beauty,83273,0.1121,0.7758,0.2022,1446.52,24477,2743,0.74,25-34
337,KOL_337,MY,fmcg,53426,0.083,0.6246,0.1854,556.97,18552,1539,0.58,35+
338,KOL_338,TH,fmcg,4187,0.2222,0.5672,0.2554,333.12,1124,249,0.14,18-24
339,KOL_339,MY,fmcg,8496,0.1426,0.4262,0.2833,367.48,2305,328,0.31,18-24
340,KOL_340,ID,fmcg,5481,0.1535,0.7034,0.3285,216.22,1460,224,0.13,25-34
341,KOL_341,SG,fashion,62873,0.0866,0.3033,0.2531,2011.32,15833,1371,0.89,35+
342,KOL_342,TH,home,1067,0.2084,0.7855,0.2629,174.86,316,65,0.5,25-34
343,KOL_343,SG,home,1749,0.1496,0.8095,0.2934,502.57,471,70,0.34,25-34
344,KOL_344,MY,fashion,4087,0.1492,0.8684,0.2724,582.61,1089,162,0.21,18-24
345,KOL_345,PH,home,32149,0.0569,0.8545,0.2571,137.92,10589,602,0.05,18-24
346,KOL_346,PH,fmcg,95664,0.1141,0.3811,0.1924,222.04,28056,3201,0.47,18-24
347,KOL_347,TH,fashion,1152,0.168,0.7637,0.2919,314.03,301,50,0.51,35+
348,KOL_348,TH,fashion,2867,0.2568,0.7263,0.2858,584.82,926,237,0.3,18-24
349,KOL_349,MY,beauty,37222,0.115,0.4642,0.2707,1029.42,12726,1463,0.57,25-34
350,KOL_350,TH,fashion,2475,0.2233,0.8065,0.2957,552.43,694,154,0.26,18-24
351,KOL_351,VN,home,3862,0.3,0.5522,0.2926,96.65,1024,307,0.09,18-24
352,KOL_352,PH,home,3267,0.2097,0.5503,0.3378,88.99,864,181,0.37,25-34
353,KOL_353,VN,fmcg,7566,0.1777,0.885,0.33,158.09,2555,454,0.89,18-24
354,KOL_354,SG,fmcg,1960,0.3,0.3726,0.3302,629.71,663,198,0.44,35+
355,KOL_355,VN,fashion,6875,0.2464,0.916,0.2983,316.26,2218,546,0.11,25-34
356,KOL_356,VN,fashion,18301,0.0649,0.7932,0.2778,229.5,5946,385,0.87,35+
357,KOL_357,TH,fmcg,91033,0.0529,0.474,0.1949,528.73,23652,1251,0.01,18-24
358,KOL_358,PH,home,71510,0.1485,0.3524,0.2041,169.41,20156,2993,0.05,18-24
359,KOL_359,SG,fmcg,59628,0.0777,0.6214,0.1888,1305.16,18990,1475,0.45,18-24
360,KOL_360,SG,beauty,4125759,0.0521,0.5886,0.1326,9068.31,1348216,70242,0.96,35+
361,KOL_361,TH,home,9328,0.2223,0.6193,0.3325,599.7,3168,704,0.22,25-34
362,KOL_362,MY,fashion,8751,0.2334,0.6168,0.2502,825.38,2551,595,0.83,25-34
363,KOL_363,ID,fmcg,59006,0.1013,0.4149,0.1907,256.95,19755,2001,0.2,18-24
364,KOL_364,TH,beauty,511982,0.0495,0.4334,0.1957,1724.18,131042,6486,0.93,35+
365,KOL_365,PH,beauty,69048,0.0927,0.6529,0.233,414.68,17659,1636,0.55,25-34
366,KOL_366,VN,fashion,606391,0.1027,0.9371,0.193,1254.92,160011,16433,0.1,35+
367,KOL_367,VN,fashion,52184,0.0921,0.9857,0.2074,384.21,15854,1460,0.97,25-34
368,KOL_368,TH,home,244893,0.0624,0.8239,0.1912,1079.74,79362,4952,0.63,18-24
369,KOL_369,VN,fashion,5760,0.2673,0.3929,0.3004,198.85,1770,473,0.71,25-34
370,KOL_370,VN,home,86389,0.1079,0.5922,0.2677,259.75,28517,3076,0.81,35+
371,KOL_371,ID,home,7240,0.1357,0.4399,0.3183,150.23,1959,265,0.84,35+
372,KOL_372,MY,fashion,313911,0.0711,0.8698,0.1942,2514.93,96869,6887,0.39,35+
373,KOL_373,PH,fmcg,937626,0.0833,0.3329,0.1617,466.57,324209,27006,0.31,35+
374,KOL_374,PH,fashion,5117,0.1562,0.9023,0.3411,252.18,1640,256,0.71,25-34
375,KOL_375,ID,home,673168,0.0743,0.8074,0.1649,752.33,178052,13229,0.19,18-24
376,KOL_376,ID,fashion,25643,0.0797,0.6896,0.2384,375.37,7454,594,0.01,25-34
377,KOL_377,VN,home,30290,0.0501,0.7178,0.2291,98.75,9918,496,0.55,18-24
378,KOL_378,SG,fashion,433300,0.0759,0.6644,0.1616,4671.57,143520,10893,0.4,25-34
379,KOL_379,SG,fmcg,4495,0.2209,0.5055,0.3497,1009.42,1545,341,0.75,35+
380,KOL_380,SG,fashion,6668,0.2121,0.7296,0.3459,2172.91,1995,423,0.38,18-24
381,KOL_381,TH,fmcg,9851,0.2099,0.6618,0.2987,627.4,2766,580,0.9,18-24
382,KOL_382,SG,beauty,2349,0.2607,0.9694,0.3127,1464.8,640,166,0.67,18-24
383,KOL_383,VN,fmcg,544816,0.0807,0.8801,0.1847,504.59,140930,11373,0.75,18-24
384,KOL_384,TH,beauty,6434,0.0938,0.4246,0.3075,413.8,1842,172,0.91,25-34
385,KOL_385,SG,beauty,7626,0.1596,0.7713,0.3141,1850.27,2539,405,0.06,35+
386,KOL_386,VN,home,19514,0.0794,0.5029,0.2407,87.74,5455,433,0.77,25-34
387,KOL_387,PH,home,1504,0.1968,0.3955,0.346,50.79,412,81,0.3,35+
388,KOL_388,MY,fmcg,11461,0.1026,0.3863,0.2337,284.3,3039,311,0.3,35+
389,KOL_389,ID,fashion,55069,0.071,0.896,0.1984,492.51,18820,1336,0.83,18-24
390,KOL_390,PH,beauty,1891,0.3,0.996,0.2791,182.65,490,147,0.25,18-24
391,KOL_391,ID,beauty,73857,0.1385,0.7699,0.2085,742.86,19036,2636,0.9,25-34
392,KOL_392,SG,home,53036,0.1015,0.7089,0.2608,1896.26,16767,1701,0.17,25-34
393,KOL_393,TH,fashion,4629,0.2527,0.4937,0.318,676.22,1326,335,0.88,25-34
394,KOL_394,MY,home,50038,0.0826,0.7519,0.2659,765.14,13656,1127,0.89,18-24
395,KOL_395,VN,beauty,2252,0.2744,0.8947,0.3313,224.11,711,195,0.41,35+
396,KOL_396,PH,fashion,1600,0.2131,0.9991,0.2866,145.63,457,97,0.89,35+
397,KOL_397,TH,beauty,48141,0.0547,0.3634,0.2463,640.5,13393,732,0.76,18-24
398,KOL_398,ID,fmcg,33480,0.1043,0.9105,0.2739,417.88,8535,890,0.22,25-34
399,KOL_399,TH,fmcg,5331,0.15,0.4447,0.297,318.02,1798,269,0.88,18-24
400,KOL_400,TH,home,2359253,0.0299,0.7435,0.1079,1243.65,739277,22104,0.17,35+
401,KOL_401,SG,fmcg,2275,0.1958,0.9351,0.2853,750.19,791,154,0.35,25-34
402,KOL_402,MY,home,106919,0.0581,0.4159,0.1412,370.48,29792,1730,0.16,35+
403,KOL_403,MY,fmcg,25509,0.1098,0.5312,0.2475,544.91,8339,915,0.21,18-24
404,KOL_404,ID,fashion,63857,0.0366,0.7014,0.243,412.65,16286,596,0.89,18-24
405,KOL_405,SG,beauty,5231,0.2859,0.5838,0.3379,1919.62,1598,456,0.95,18-24
406,KOL_406,SG,fashion,71789,0.122,0.8813,0.2595,4458.42,24668,3009,0.77,35+
407,KOL_407,SG,beauty,44671,0.0617,0.9456,0.203,1992.53,14325,883,0.13,18-24
408,KOL_408,ID,fmcg,9263,0.2601,0.7239,0.3402,384.4,2929,761,0.04,35+
409,KOL_409,SG,beauty,25403,0.0527,0.9314,0.2697,1830.97,8117,427,0.52,25-34
410,KOL_410,PH,home,831532,0.0616,0.8616,0.1789,509.95,283396,17457,0.1,18-24
411,KOL_411,SG,fmcg,4809,0.2468,0.7188,0.2758,1037.89,1204,297,0.71,18-24
412,KOL_412,TH,fmcg,25444,0.0935,0.4438,0.2162,398.88,6994,653,0.43,35+
413,KOL_413,VN,fmcg,9783,0.1773,0.4929,0.3255,132.18,2868,508,0.55,35+
414,KOL_414,SG,home,58524,0.101,0.992,0.2574,2319.83,17892,1807,0.74,35+
415,KOL_415,ID,fmcg,4764,0.2006,0.4133,0.3286,176.69,1601,321,0.55,35+
416,KOL_416,MY,fashion,16822,0.0657,0.3037,0.2272,386.88,5434,357,0.44,18-24
417,KOL_417,PH,home,7075,0.0999,0.569,0.3212,87.4,2380,237,0.06,18-24
418,KOL_418,SG,home,67536,0.0455,0.9515,0.1995,1269.7,23306,1060,0.6,35+
419,KOL_419,MY,fashion,90634,0.0505,0.4675,0.1887,811.28,27179,1372,0.78,25-34
420,KOL_420,MY,beauty,63143,0.105,0.8158,0.235,1474.53,21733,2281,0.83,35+
421,KOL_421,PH,beauty,5530,0.1654,0.6183,0.2761,180.77,1799,297,0.51,35+
422,KOL_422,TH,home,5821,0.1487,0.6593,0.3194,384.01,1841,273,0.56,18-24
423,KOL_423,MY,fmcg,913275,0.0614,0.7108,0.1316,1499.69,237173,14562,0.38,18-24
424,KOL_424,SG,beauty,40137,0.1247,0.5472,0.2501,2516.33,11113,1385,0.25,18-24
425,KOL_425,TH,fashion,6603,0.1301,0.6336,0.3394,700.67,1925,250,0.18,35+
426,KOL_426,TH,fashion,34925,0.0863,0.8148,0.2029,889.76,12150,1048,0.25,35+
427,KOL_427,PH,beauty,2747,0.1083,0.969,0.3264,152.57,708,76,0.85,25-34
428,KOL_428,TH,fmcg,74532,0.1547,0.7022,0.1983,1013.12,24893,3850,0.92,25-34
429,KOL_429,SG,beauty,3101,0.1208,0.6348,0.3002,890.04,976,117,0.86,18-24
430,KOL_430,MY,fashion,25776,0.1154,0.7824,0.2179,977.06,6856,791,0.33,35+
431,KOL_431,SG,home,296244,0.063,0.6299,0.1566,1998.53,90404,5695,0.42,25-34
432,KOL_432,SG,fashion,58799,0.0778,0.6155,0.2779,2883.8,20319,1580,0.23,18-24
433,KOL_433,VN,fashion,40907,0.1119,0.4372,0.2273,273.7,10266,1148,0.18,25-34
434,KOL_434,TH,beauty,9470,0.1954,0.6406,0.2898,838.79,3075,600,0.16,18-24
435,KOL_435,TH,home,599688,0.078,0.8212,0.156,1538.78,186457,14543,0.93,25-34
436,KOL_436,ID,fashion,7746,0.1379,0.9742,0.3479,470.68,2227,307,0.36,35+
437,KOL_437,VN,fashion,68580,0.1329,0.5006,0.2668,485.04,22392,2975,0.81,25-34
438,KOL_438,ID,home,90256,0.1136,0.3499,0.2028,275.79,27755,3152,0.65,35+
439,KOL_439,TH,fmcg,7479,0.1517,0.904,0.2914,529.88,2058,312,0.85,18-24
440,KOL_440,ID,fashion,96772,0.0726,0.8248,0.2197,701.43,25758,1870,0.06,25-34
441,KOL_441,MY,home,13455,0.1257,0.9972,0.2418,512.59,3536,444,0.65,25-34
442,KOL_442,SG,fashion,5053,0.2433,0.3885,0.2529,1080.85,1602,389,0.36,25-34
443,KOL_443,PH,fashion,589888,0.0994,0.4907,0.217,1013.32,193191,19203,0.54,35+
444,KOL_444,VN,home,92712,0.1362,0.6045,0.2709,309.09,31069,4231,0.54,18-24
445,KOL_445,SG,fashion,57943,0.0765,0.3074,0.2144,1547.69,18328,1402,0.54,35+
446,KOL_446,TH,fashion,892171,0.0541,0.6013,0.1997,3010.51,294898,15953,0.37,25-34
447,KOL_447,PH,fmcg,558340,0.0518,0.816,0.1421,390.63,144776,7499,0.42,18-24
448,KOL_448,VN,home,90375,0.136,0.4993,0.2213,226.4,23715,3225,0.18,25-34
449,KOL_449,ID,home,8460,0.2083,0.7359,0.2519,205.95,2165,450,0.97,18-24
450,KOL_450,MY,fashion,2675,0.1388,0.6069,0.259,361.36,676,93,0.49,25-34
451,KOL_451,TH,beauty,75325,0.1481,0.854,0.2644,2169.46,20027,2965,0.06,25-34
452,KOL_452,PH,beauty,8702,0.1525,0.4751,0.2622,181.24,2961,451,0.71,25-34
453,KOL_453,VN,beauty,564479,0.0543,0.4394,0.1721,574.61,154780,8404,0.47,35+
454,KOL_454,SG,beauty,4926772,0.0409,0.3295,0.0753,3730.56,1566461,64068,0.3,25-34
455,KOL_455,TH,beauty,799081,0.04,0.743,0.1367,1770.98,235958,9438,0.58,25-34
456,KOL_456,VN,fashion,109364,0.1002,0.7835,0.1571,391.81,28807,2886,0.25,25-34
457,KOL_457,MY,home,6544,0.3,0.7376,0.3145,617.76,2185,655,0.79,18-24
458,KOL_458,PH,fashion,51515,0.1608,0.8297,0.1821,415.61,15973,2568,0.36,18-24
459,KOL_459,VN,fmcg,1646,0.1934,0.5063,0.269,47.43,458,88,0.54,25-34
460,KOL_460,ID,beauty,46087,0.1395,0.9024,0.2331,712.82,15203,2120,0.3,25-34
461,KOL_461,ID,beauty,69517,0.0417,0.5653,0.242,393.32,20362,849,0.78,18-24
462,KOL_462,SG,fmcg,2037,0.2344,0.5712,0.3266,694.95,549,128,0.61,25-34
463,KOL_463,ID,fashion,52208,0.0525,0.3467,0.2673,345.57,14707,772,0.11,18-24
464,KOL_464,TH,beauty,7366,0.2334,0.7909,0.2866,888.43,2461,574,0.72,18-24
465,KOL_465,PH,beauty,318878,0.0857,0.8825,0.1561,667.36,104082,8919,0.94,25-34
466,KOL_466,MY,beauty,932832,0.0873,0.4861,0.2034,3452.49,243423,21250,0.94,35+
467,KOL_467,ID,fashion,4784,0.1871,0.6683,0.3058,313.69,1481,277,0.42,18-24
468,KOL_468,MY,fashion,704571,0.0544,0.7657,0.1992,3171.73,228775,12445,0.5,35+
469,KOL_469,TH,home,8258,0.3,0.6851,0.2912,603.76,2713,813,0.43,35+
470,KOL_470,VN,home,4943,0.1944,0.836,0.286,105.86,1466,284,0.45,25-34
471,KOL_471,TH,beauty,1567,0.3,0.6623,0.28,415.34,448,134,0.21,25-34
472,KOL_472,SG,fashion,5521,0.2848,0.6995,0.2594,1682.35,1851,527,0.36,18-24
473,KOL_473,PH,fashion,5093,0.1603,0.3643,0.3234,153.55,1643,263,0.32,25-34
474,KOL_474,SG,fmcg,2562,0.2059,0.8116,0.2578,687.25,668,137,0.92,25-34
475,KOL_475,ID,beauty,8115,0.2035,0.9089,0.3134,487.46,2676,544,0.38,25-34
476,KOL_476,ID,fashion,51853,0.0889,0.6517,0.1851,425.49,16181,1438,0.97,35+
477,KOL_477,ID,home,21807,0.0604,0.576,0.1883,117.75,5653,341,0.55,25-34
478,KOL_478,PH,fashion,9221,0.198,0.8334,0.2988,320.88,2972,588,0.57,35+
479,KOL_479,TH,beauty,78714,0.0585,0.8437,0.1913,1002.39,23067,1349,0.42,25-34
480,KOL_480,TH,fmcg,6644,0.1875,0.5134,0.3123,448.44,2112,396,0.04,18-24
481,KOL_481,VN,beauty,7124,0.1402,0.3601,0.2743,149.65,2416,338,0.93,25-34
482,KOL_482,VN,fashion,2823,0.1596,0.5323,0.2704,112.71,972,155,0.75,35+
483,KOL_483,VN,beauty,28526,0.1223,0.5636,0.2055,262.16,7377,902,0.28,35+
484,KOL_484,VN,home,16957,0.1033,0.3466,0.2463,79.26,5591,577,0.36,18-24
485,KOL_485,MY,home,7332,0.141,0.9836,0.2985,491.35,2444,344,0.53,18-24
486,KOL_486,SG,home,8503,0.2257,0.3278,0.2834,836.66,2527,570,0.74,18-24
487,KOL_487,SG,home,6765,0.1609,0.9972,0.3312,1284.3,2331,375,0.26,25-34
488,KOL_488,ID,fashion,954442,0.1126,0.9644,0.1542,2082.02,290101,32665,0.66,18-24
489,KOL_489,ID,fmcg,78251,0.1506,0.7379,0.204,514.7,20814,3134,0.43,25-34
490,KOL_490,SG,fashion,445281,0.0547,0.7567,0.2063,5477.27,131570,7196,0.69,35+
491,KOL_491,SG,fashion,550956,0.1139,0.4016,0.1517,4709.66,174264,19848,0.53,35+
492,KOL_492,TH,fmcg,6203,0.2394,0.3206,0.3461,428.82,1860,445,0.44,35+
493,KOL_493,MY,home,387097,0.0368,0.3921,0.1806,696.7,111908,4118,0.6,18-24
494,KOL_494,SG,fmcg,57089,0.0528,0.3939,0.2512,1115.16,17335,915,0.18,25-34
495,KOL_495,MY,home,28024,0.0533,0.586,0.275,419.97,7917,421,0.74,18-24
496,KOL_496,SG,fmcg,169349,0.0482,0.6075,0.1888,1712.94,57329,2763,0.89,25-34
497,KOL_497,PH,beauty,15482,0.1173,0.8041,0.2321,244.18,4794,562,0.46,18-24
498,KOL_498,SG,fmcg,357658,0.0642,0.8146,0.1716,3023.77,92645,5947,0.19,25-34
499,KOL_499,TH,beauty,5989,0.2384,0.4165,0.319,653.98,1642,391,0.46,35+
500,KOL_500,VN,fashion,75622,0.0568,0.9565,0.2193,378.33,21554,1224,0.45,18-24
501,KOL_501,VN,fashion,36467,0.1202,0.5269,0.2518,325.69,9623,1156,0.09,35+
502,KOL_502,SG,fashion,57571,0.0525,0.8088,0.2179,2106.91,17510,919,0.04,18-24
503,KOL_503,ID,fashion,692961,0.1009,0.4135,0.1969,1404.13,179965,18158,0.42,25-34
504,KOL_504,ID,beauty,68491,0.0649,0.929,0.2423,625.11,19196,1245,0.01,25-34
505,KOL_505,ID,fmcg,669903,0.0893,0.6454,0.1654,879.36,225392,20127,0.08,35+
506,KOL_506,ID,beauty,9967,0.1616,0.8741,0.2685,404.47,2548,411,0.65,18-24
507,KOL_507,MY,beauty,1531,0.2571,0.5089,0.2609,315.03,428,110,0.16,25-34
508,KOL_508,VN,home,87983,0.1049,0.9764,0.2731,338.57,23520,2467,0.77,25-34
509,KOL_509,MY,home,7208,0.2845,0.8903,0.2971,655.29,1926,547,0.69,25-34
510,KOL_510,MY,beauty,7779,0.217,0.7284,0.2984,892.71,2650,575,0.6,35+
511,KOL_511,ID,fmcg,6185,0.1554,0.7363,0.302,217.37,2055,319,0.49,18-24
512,KOL_512,MY,fmcg,344027,0.091,0.3011,0.1825,1011.42,93735,8529,0.74,18-24
513,KOL_513,VN,fashion,534774,0.056,0.6923,0.1211,469.32,146879,8225,0.69,25-34
514,KOL_514,MY,home,422723,0.0518,0.8369,0.1541,1076.83,142964,7405,0.62,18-24
515,KOL_515,PH,beauty,303441,0.0506,0.7707,0.1846,552.84,91637,4636,0.16,25-34
516,KOL_516,VN,beauty,663052,0.0917,0.8699,0.2035,1346.43,204998,18798,0.56,35+
517,KOL_517,TH,beauty,9779,0.1062,0.5322,0.347,685.79,2732,290,0.84,25-34
518,KOL_518,ID,beauty,3627777,0.0468,0.724,0.1365,1921.34,1068573,50009,0.71,25-34
519,KOL_519,PH,home,45585,0.0855,0.4663,0.2016,116.62,13872,1186,0.18,25-34
520,KOL_520,PH,fashion,915573,0.0388,0.6542,0.139,583.36,292262,11339,0.73,35+
521,KOL_521,SG,fashion,6363,0.143,0.8755,0.2705,1493.06,1627,232,0.46,35+
522,KOL_522,SG,beauty,221463,0.0342,0.7809,0.1533,2266.74,56876,1945,0.1,35+
523,KOL_523,TH,fashion,12946,0.0977,0.9245,0.1993,603.07,3802,371,0.53,25-34
524,KOL_524,SG,beauty,45737,0.0526,0.3107,0.2007,1054.92,14304,752,0.55,25-34
525,KOL_525,TH,fmcg,5641,0.1936,0.518,0.2551,344.5,1439,278,0.47,35+
526,KOL_526,SG,fmcg,7284,0.1083,0.4253,0.3116,735.34,2140,231,0.33,18-24
527,KOL_527,PH,fashion,97932,0.1127,0.9459,0.1893,532.5,32155,3623,0.1,25-34
528,KOL_528,SG,home,71000,0.1041,0.4006,0.2713,1737.54,20961,2182,0.18,35+
529,KOL_529,TH,fmcg,6320,0.1638,0.6327,0.2961,430.3,1754,287,0.28,25-34
530,KOL_530,MY,home,26697,0.0932,0.8,0.2356,542.58,6965,649,0.79,35+
531,KOL_531,PH,fmcg,87402,0.0886,0.6836,0.1866,242.94,25261,2238,0.81,35+
532,KOL_532,ID,beauty,67062,0.0975,0.7859,0.2539,730.72,22596,2203,0.57,25-34
533,KOL_533,TH,fmcg,8584,0.1452,0.6117,0.257,402.92,2257,327,0.69,35+
534,KOL_534,ID,fashion,497317,0.0552,0.343,0.2087,849.4,173808,9594,0.64,18-24
535,KOL_535,SG,fmcg,792985,0.0408,0.573,0.1396,2448.91,239743,9781,0.3,35+
536,KOL_536,SG,beauty,8122,0.2739,0.9932,0.3111,2811.48,2552,698,0.4,18-24
537,KOL_537,VN,home,165443,0.0567,0.3372,0.131,96.22,50607,2869,0.87,18-24
538,KOL_538,PH,fmcg,87353,0.0788,0.568,0.2345,262.38,24679,1944,0.47,18-24
539,KOL_539,VN,fashion,57223,0.1187,0.9982,0.1934,428.63,14892,1767,0.65,18-24
540,KOL_540,ID,fmcg,73792,0.1284,0.395,0.266,440.32,25768,3308,0.79,35+
541,KOL_541,PH,fmcg,753524,0.0427,0.6864,0.1555,413.54,212733,9083,0.42,18-24
542,KOL_542,SG,home,41031,0.1101,0.9486,0.1833,1412.3,10568,1163,0.57,35+
543,KOL_543,SG,home,8889,0.2555,0.8111,0.2965,1497.84,2302,588,0.52,35+
544,KOL_544,VN,home,8740,0.2372,0.7681,0.3113,162.23,2536,601,0.54,18-24
545,KOL_545,TH,home,77195,0.1428,0.5321,0.2089,805.17,19588,2797,0.7,35+
546,KOL_546,SG,beauty,83886,0.0713,0.7047,0.2456,3065.54,25751,1836,0.81,35+
547,KOL_547,TH,home,8942,0.1167,0.896,0.2633,405.2,2522,294,0.28,25-34
548,KOL_548,VN,fmcg,2827,0.2479,0.8173,0.287,95.39,796,197,0.26,35+
549,KOL_549,MY,fashion,3962,0.2881,0.54,0.3096,714.41,1068,307,0.84,25-34
550,KOL_550,SG,home,349506,0.0814,0.4171,0.1254,1607.79,104703,8522,0.76,18-24
551,KOL_551,SG,fashion,8602,0.169,0.8223,0.288,1947.31,2872,485,0.39,25-34
552,KOL_552,VN,home,8122,0.1155,0.6142,0.3462,108.52,2729,315,0.96,18-24
553,KOL_553,VN,home,768388,0.0604,0.7273,0.1535,368.31,227104,13717,0.8,25-34
554,KOL_554,VN,fashion,61269,0.0955,0.4693,0.232,327.2,20868,1992,0.69,18-24
555,KOL_555,MY,beauty,1173,0.2579,0.3084,0.3185,262.45,337,86,0.22,25-34
556,KOL_556,VN,fashion,1557,0.0919,0.957,0.345,108.66,421,38,0.71,18-24
557,KOL_557,ID,beauty,3128,0.1891,0.7535,0.3196,270.9,911,172,0.29,35+
558,KOL_558,VN,home,769810,0.0709,0.8386,0.1457,407.07,202151,14332,0.28,18-24
